"ORI","IncidentId","IncidentDate","TotalVictims","TotalOffenders","OffenderRaceId"
"KS0870300","14C007652","2014-02-04",2,1,"W"
"KS0870300","14C026847","2014-04-27",1,2,"W"
"KS0870300","14C046194","2014-07-14",1,1,"W"
"KS0870300","14C054917","2014-08-19",1,1,"B"
"KS0870300","14C083516","2014-12-16",1,1,"W"
"KS0870300","14C083734","2014-12-14",0,0,"U"
"KS0870300","14C513703","2014-07-27",1,1,"W"
"KS0870300","14C517676","2014-09-23",1,1,"W"
"KS0870300","14C523376","2014-12-12",1,0,"U"
"KS0871100","C140612","2014-09-10",1,1,"W"
"KS0872400","20140332","2014-09-12",1,1,"W"
"KS0960100","141372","2014-09-28",0,0,"U"
"KS0960300","14000809","2014-12-19",0,0,"U"
"KS0960300","14000810","2014-12-19",0,0,"U"
"KS1050200","2014093077","2014-09-29",1,1,"B"
"KS1050300","P201400279","2014-04-30",1,1,"W"
"KY0010000","02028886","2014-01-20",1,0,"U"
"KY0050100","01972573","2014-06-15",2,0,"U"
"KY0060100","01871568","2014-01-18",0,0,"U"
"KY0080000","01947044","2014-06-15",1,1,"W"
"KY0080000","01976501","2014-08-15",2,0,"U"
"KY0080000","01979827","2014-08-18",1,1,"W"
"KY0080000","02031194","2014-11-19",1,0,"U"
"KY0080200","01872259","2014-01-19",1,0,"U"
"KY0080200","01954251","2014-07-04",1,0,"U"
"KY0090100","01931326","2014-05-13",1,1,"B"
"KY0100100","01877121","2014-01-23",2,0,"U"
"KY0120100","01880781","2014-01-24",1,0,"U"
"KY0140000","02099914","2014-12-15",1,0,"U"
"KY0150000","01924134","2014-04-30",0,1,"W"
"KY0150100","01969470","2014-08-01",3,3,"M"
"KY0180100","01869528","2014-01-13",1,1,"W"
"KY0190200","01975333","2014-08-11",0,0,"U"
"KY0190300","02007238","2014-08-29",1,1,"W"
"KY0190600","01898349","2014-02-20",1,3,"W"
"KY0190600","02006628","2014-10-11",1,0,"U"
"KY0190900","01872115","2014-01-19",0,0,"U"
"KY0190900","01966052","2014-07-26",1,0,"U"
"KY0210100","01882233","2014-02-10",1,1,"W"
"KY0240000","01906248","2014-04-03",3,1,"W"
"KY0240000","02019812","2014-10-27",1,0,"U"
"KY0240100","01957514","2014-07-12",1,0,"U"
"KY0240100","01967654","2014-07-29",1,0,"U"
"KY0240100","02043754","2014-12-21",1,1,"W"
"KY0240600","01982493","2014-08-14",0,1,"W"
"KY0300100","01877810","2014-01-29",0,0,"U"
"KY0300100","01885922","2014-02-20",1,1,"W"
"KY0300100","01988793","2014-09-09",1,1,"W"
"KY0300100","02047261","2014-12-28",2,1,"W"
"KY0340200","01890650","2014-03-04",1,1,"B"
"KY0340200","01900520","2014-03-24",1,0,"U"
"KY0340200","01910295","2014-04-12",1,2,"B"
"KY0340200","01931974","2014-05-27",1,1,"B"
"KY0340200","01940097","2014-06-08",4,0,"U"
"KY0340200","01953056","2014-07-02",3,1,"B"
"KY0340200","01956825","2014-07-10",1,1,"B"
"KY0340200","01959530","2014-07-14",2,1,"W"
"KY0340200","01976593","2014-08-16",1,4,"B"
"KY0340200","01981541","2014-08-25",1,2,"B"
"KY0340200","01990977","2014-08-20",1,0,"U"
"KY0340200","01993086","2014-09-16",1,0,"U"
"KY0340200","01995926","2014-09-22",4,1,"B"
"KY0340200","02025234","2014-11-14",1,0,"U"
"KY0340200","02029912","2014-11-24",1,0,"U"
"KY0340200","02030525","2014-11-24",1,0,"U"
"KY0340200","02033383","2014-11-26",1,1,"W"
"KY0340300","02005212","2014-10-08",1,0,"U"
"KY0340400","01911095","2014-04-11",5,1,"W"
"KY0370300","02016734","2014-10-20",1,0,"U"
"KY0390000","01889752","2014-01-31",1,0,"U"
"KY0420100","02043527","2014-12-15",0,1,"W"
"KY0470300","01911633","2014-04-10",1,1,"W"
"KY0471500","01880394","2014-02-03",0,1,"W"
"KY0510100","02012014","2014-10-19",1,0,"U"
"KY0560400","02010103","2014-10-17",1,1,"U"
"KY0561000","02042697","2014-12-17",1,1,"W"
"KY0568000","80-14-011780","2014-02-17",1,1,"W"
"KY0568000","80-14-014522","2014-02-28",1,2,"B"
"KY0568000","80-14-021023","2014-03-26",0,1,"W"
"KY0568000","80-14-065211","2014-08-28",1,0,"U"
"KY0568000","8014081567","2014-10-22",1,0,"U"
"KY0568000","8014085670","2014-11-05",1,1,"W"
"KY0568000","8014094959","2014-11-20",1,1,"W"
"KY0570100","02048540","2014-12-30",1,1,"B"
"KY0590000","01939349","2014-05-30",0,1,"W"
"KY0590000","02019760","2014-10-28",1,3,"B"
"KY0590100","01952520","2014-06-30",1,1,"B"
"KY0590100","01970608","2014-08-03",1,6,"M"
"KY0590100","01971057","2014-07-29",1,1,"W"
"KY0590700","01993666","2014-09-16",1,0,"U"
"KY0630000","02018415","2014-10-25",3,0,"U"
"KY0630100","01989741","2014-09-09",1,1,"W"
"KY0690100","01876337","2014-01-13",0,0,"U"
"KY0730000","01884792","2014-02-18",1,1,"W"
"KY0730100","01920498","2014-05-03",1,1,"W"
"KY0730100","01954518","2014-06-26",3,1,"W"
"KY0730100","01961378","2014-07-11",1,1,"W"
"KY0730100","01998983","2014-08-16",0,1,"W"
"KY0760200","01887579","2014-02-22",1,0,"U"
"KY0760200","01972751","2014-08-05",2,1,"B"
"KY0760300","02016082","2014-10-24",0,0,"U"
"KY0780000","02009775","2014-09-29",2,1,"W"
"KY0780100","01890721","2014-03-02",0,1,"W"
"KY0790000","01863303","2014-01-01",0,0,"U"
"KY0810100","01989141","2014-09-06",1,0,"U"
"KY0840100","01906441","2014-03-25",1,1,"W"
"KY0900000","01898214","2014-03-15",1,1,"B"
"KY0920000","01969638","2014-07-27",1,2,"W"
"KY0920000","01987991","2014-03-10",1,1,"W"
"KY0960000","01999320","2014-09-21",3,1,"W"
"KY1000100","01875614","2014-01-27",0,1,"W"
"KY1030200","01887967","2014-02-07",1,0,"U"
"KY1040100","02057852","2014-12-21",0,1,"W"
"KY1040200","01960306","2014-07-08",1,1,"W"
"KY1050100","02045487","2014-12-15",0,0,"U"
"KY1060000","01872154","2014-01-20",3,3,"W"
"KY1070100","01961384","2014-06-25",1,1,"B"
"KY1090100","01981986","2014-08-20",0,1,"W"
"KY1100100","02059122","2014-10-30",1,1,"W"
"KY1110100","01928368","2014-05-03",1,1,"W"
"KY1140100","01871550","2014-01-14",1,1,"W"
"KY1140100","01882280","2014-02-11",2,1,"W"
"KY1140100","01944703","2014-06-16",1,2,"W"
"KY1140100","02028504","2014-08-01",1,0,"U"
"KY1140100","02030081","2014-11-22",0,1,"B"
"KY1200100","02038542","2014-12-04",1,0,"U"
"KYKSP0100","01965734","2014-07-20",0,2,"W"
"KYKSP0200","01908550","2014-04-03",1,1,"W"
"KYKSP0900","01894694","2014-01-20",1,0,"U"
"KYKSP1300","01954800","2014-06-22",1,0,"U"
"KYKSP1300","02012802","2014-10-19",2,2,"W"
"KYKSP1600","02023507","2014-11-10",1,1,"W"
"KYKSP2500","01939044","2014-06-02",0,1,"W"
"KYKSP2500","01967275","2014-07-28",0,0,"U"
"KYKSP2500","01977927","2014-08-11",0,0,"U"
"KYKSP2500","01995997","2014-09-09",0,0,"U"
"LA0360300","J-9798-14","2014-10-08",1,1,"W"
"LA0560200","14-000121-01","2014-07-23",0,1,"W"
"MA0010100","14-1804-OF","2014-08-12",1,0,"U"
"MA0010100","14-209-AR","2014-01-30",1,1,"W"
"MA0020900","14-157-OF","2014-07-27",0,0,"U"
"MA0030200","14093367","2014-09-17",2,1,"W"
"MA0030800","14-1225-OF","2014-02-26",1,1,"W"
"MA0030800","14-1564-OF","2014-03-12",1,1,"W"
"MA0030800","14-6069-OF","2014-08-31",1,0,"U"
"MA0031100","14-13118-OF","2014-10-12",1,1,"W"
"MA0031100","14-2138-OF","2014-02-23",1,1,"B"
"MA0031100","14-9815-OF","2014-08-04",1,1,"W"
"MA0031300","201400004366","2014-05-06",1,0,"U"
"MA0031400","14012168","2014-11-28",1,1,"W"
"MA0031900","14011955","2014-07-03",0,0,"U"
"MA0031900","14017708","2014-09-24",1,2,"M"
"MA0031900","14021903","2014-12-02",0,1,"W"
"MA0051100","14040506","2014-11-24",2,2,"W"
"MA0051100","14042946","2014-12-17",1,1,"U"
"MA0051100","14043770","2014-12-25",0,0,"U"
"MA0051400","14022375","2014-04-05",1,1,"B"
"MA0051400","14023910","2014-04-10",1,1,"U"
"MA0051400","14024082","2014-04-11",1,0,"U"
"MA0051400","14029823","2014-05-02",0,1,"W"
"MA0051400","14045764","2014-06-26",1,0,"U"
"MA0051400","14051911","2014-07-15",1,1,"W"
"MA0051400","14061004","2014-08-15",1,3,"W"
"MA0051800","14-91-AR","2014-07-13",1,1,"W"
"MA0052800","0729871","2014-08-05",1,0,"U"
"MA0070100","14-372-AR","2014-10-22",1,1,"W"
"MA0070100","14-772-OF","2014-10-10",1,1,"B"
"MA0070500","14-4422-OF","2014-12-30",1,0,"U"
"MA0071800","14-3359-OF","2014-03-28",1,0,"U"
"MA0073300","14-254-OF","2014-12-10",1,1,"B"
"MA0080100","14-122-OF","2014-03-24",0,0,"U"
"MA0080100","14-505-OF","2014-10-20",0,0,"U"
"MA0081200","14-316-OF","2014-02-11",0,0,"U"
"MA0081500","14-310-OF","2014-04-08",0,2,"W"
"MA0081700","14-36-OF","2014-02-07",1,1,"W"
"MA0082200","14-156-OF","2014-03-24",1,1,"W"
"MA0082200","14-181-OF","2014-04-11",0,0,"U"
"MA0082200","14-343-OF","2014-08-07",0,0,"U"
"MA0082200","14-497-OF","2014-10-11",1,0,"U"
"MA0082200","14-511-OF","2014-10-15",0,1,"W"
"MA0082200","14-512-OF","2014-10-17",0,0,"U"
"MA0082200","14-525-OF","2014-10-20",1,0,"U"
"MA0082200","14-540-OF","2014-10-25",1,0,"U"
"MA0082200","14-553-OF","2014-10-30",0,0,"U"
"MA0082200","14-585-OF","2014-11-03",1,1,"W"
"MA0082200","14-653-OF","2014-12-08",1,0,"U"
"MA008239E","14-36-OF","2014-01-20",0,0,"U"
"MA0090200","14028140","2014-12-20",1,0,"U"
"MA0091100","14001846","2014-03-21",1,0,"U"
"MA0091100","14002220","2014-04-06",2,0,"U"
"MA0091100","14003227","2014-05-14",0,1,"W"
"MA0091100","14006851","2014-09-12",1,1,"W"
"MA0091100","14006880","2014-09-14",0,0,"U"
"MA0091100","14007043","2014-09-20",1,1,"W"
"MA0091500","201400009328","2014-06-09",1,1,"W"
"MA0092700","14003865","2014-08-03",3,1,"W"
"MA0092700","14004507","2014-09-06",2,2,"W"
"MA0092700","14005391","2014-10-25",1,1,"W"
"MA0092700","14005915","2014-11-25",1,0,"U"
"MA0092800","14-1843-OF","2014-04-30",0,0,"U"
"MA0093000","14003022","2014-02-26",2,1,"W"
"MA0093000","14006095","2014-04-24",1,1,"U"
"MA0093000","14009570","2014-06-24",2,1,"W"
"MA0093300","14019642","2014-06-20",1,0,"U"
"MA0093300","14040122","2014-12-03",1,1,"W"
"MA0093900","14003719","2014-02-02",1,0,"U"
"MA0093900","14038417","2014-10-31",0,0,"U"
"MA0093900","14041030","2014-11-21",1,0,"U"
"MA0094600","14-12105-OF","2014-10-17",1,1,"W"
"MA0094700","14012924","2014-05-22",1,1,"W"
"MA0096400","14-784-OF","2014-11-21",0,2,"W"
"MA009IT00","14009152","2014-05-12",1,0,"U"
"MA009IT00","14023872","2014-11-26",1,0,"U"
"MA0110300","201400002164","2014-02-10",1,1,"W"
"MA0110400","20140000198A","2014-01-12",1,1,"W"
"MA0111600","0114001603","2014-11-23",0,0,"U"
"MA0112000","14012372","2014-03-16",5,1,"W"
"MA0112000","14023762","2014-05-20",1,1,"W"
"MA0112000","14032267","2014-07-03",1,0,"U"
"MA0112000","14035396","2014-07-19",1,0,"U"
"MA0112000","14037370","2014-07-30",0,0,"U"
"MA0112000","14041679","2014-08-22",1,0,"U"
"MA0112000","14050155","2014-10-05",1,0,"U"
"MA0112000","14060898","2014-12-03",1,1,"W"
"MA0112000","14064956","2014-12-29",2,1,"B"
"MA0121600","14-141-OF","2014-03-28",1,1,"W"
"MA0122000","201400009804","2014-05-06",0,1,"W"
"MA0122000","201400010840","2014-05-18",1,2,"W"
"MA0122000","201400018122","2014-07-29",1,0,"U"
"MA0130100","213053","2014-04-27",1,0,"U"
"MA0130100","214001","2014-01-08",2,1,"W"
"MA0130100","214006","2014-02-15",1,1,"W"
"MA0130100","214008","2014-02-03",1,1,"U"
"MA0130100","214009","2014-02-19",1,1,"W"
"MA0130100","214011","2014-02-11",1,1,"W"
"MA0130100","214012","2014-02-23",1,3,"W"
"MA0130100","214013","2014-03-01",1,1,"U"
"MA0130100","214015","2014-03-05",1,0,"U"
"MA0130100","214016","2014-03-06",1,2,"W"
"MA0130100","214017","2014-03-15",3,3,"W"
"MA0130100","214019","2014-04-07",1,1,"W"
"MA0130100","214019A","2014-04-07",1,0,"U"
"MA0130100","214022","2014-04-14",1,2,"W"
"MA0130100","214026","2014-04-27",1,0,"U"
"MA0130100","214028","2014-02-28",1,1,"W"
"MA0130100","214031","2014-04-12",1,2,"W"
"MA0130100","214034","2014-05-27",2,1,"W"
"MA0130100","214036","2014-06-03",1,1,"U"
"MA0130100","214039","2014-06-10",2,1,"U"
"MA0130100","214042","2014-06-07",1,1,"W"
"MA0130100","214044","2014-06-05",1,0,"U"
"MA0130100","214045","2014-06-12",1,1,"W"
"MA0130100","214046","2014-06-16",1,2,"B"
"MA0130100","214047","2014-06-11",1,1,"W"
"MA0130100","214052","2014-06-28",1,1,"B"
"MA0130100","214053","2014-06-27",1,0,"U"
"MA0130100","214054","2014-06-22",1,1,"W"
"MA0130100","214057","2014-05-14",1,1,"W"
"MA0130100","214058","2014-07-13",1,0,"U"
"MA0130100","214061","2014-07-22",1,1,"W"
"MA0130100","214063","2014-07-23",2,1,"B"
"MA0130100","214067","2014-08-03",1,1,"W"
"MA0130100","214068","2014-08-06",1,0,"U"
"MA0130100","214070","2014-08-07",1,2,"B"
"MA0130100","214071","2014-08-13",1,1,"W"
"MA0130100","214073","2014-08-24",1,1,"U"
"MA0130100","214075","2014-08-20",1,2,"B"
"MA0130100","214076","2014-08-25",1,2,"B"
"MA0130100","214077","2014-08-28",1,1,"B"
"MA0130100","214079","2014-09-07",1,0,"U"
"MA0130100","214081","2014-09-09",1,1,"B"
"MA0130100","214082","2014-09-16",1,1,"W"
"MA0130100","214085","2014-09-24",1,0,"U"
"MA0130100","214086","2014-09-27",1,1,"B"
"MA0130100","214088","2014-09-28",1,1,"W"
"MA0130100","214089","2014-09-26",1,3,"B"
"MA0130100","214090","2014-09-30",1,1,"W"
"MA0130100","214091","2014-10-03",2,1,"W"
"MA0130100","214092","2014-10-15",1,1,"W"
"MA0130100","214094","2014-10-13",1,0,"U"
"MA0130100","214096","2014-10-02",1,0,"U"
"MA0130100","214108","2014-11-11",1,1,"W"
"MA0130100","214110","2014-11-23",3,3,"W"
"MA0130100","214111","2014-11-30",1,1,"W"
"MA0130100","214114","2014-12-23",1,1,"B"
"MA0130100","214115","2014-12-24",2,1,"W"
"MA0130100","241060","2014-07-11",1,1,"U"
"MA0130100","CRU215-021","2014-11-17",1,1,"B"
"MA0130500","14-269-OF","2014-04-28",1,3,"W"
"MA0133000","14059300","2014-12-16",1,0,"U"
"MA013529E","00146","2014-03-12",0,0,"U"
"MA013529E","00160","2014-03-13",0,0,"U"
"MA013529E","00164","2014-01-14",0,0,"U"
"MA0142500","14-13484-OF","2014-06-24",0,1,"W"
"MA0145100","14-42-AR","2014-03-27",0,1,"B"
"MA0146000","201400006827","2014-01-21",1,2,"M"
"MA0146000","201400073337","2014-07-21",1,1,"W"
"MA0146000","201400122575","2014-11-25",1,0,"U"
"MA0146800","140804","2014-08-24",1,0,"U"
"MD0100100","201400016644","2014-05-13",1,0,"U"
"MD0160400","14005250","2014-02-02",1,1,"B"
"MD0160400","14019197","2014-04-26",0,0,"U"
"MD0160400","14039543","2014-08-16",1,1,"W"
"MD0160400","14044719","2014-09-15",1,1,"W"
"MD0172100","142882231","2014-10-15",1,1,"B"
"MD0230300","201400001333","2014-01-12",1,15,"B"
"MD0230300","201400005268","2014-02-11",1,1,"W"
"MD323SP00","14MSP010008","2014-04-14",1,1,"W"
"MDBPD0000","14E08163","2014-05-17",1,1,"B"
"ME0030500","14-10984","2014-12-03",2,2,"W"
"ME0030500","14-1380","2014-02-16",1,1,"W"
"ME0030600","0214002098","2014-05-01",2,0,"U"
"ME0030600","0214002945","2014-08-02",1,1,"W"
"ME0030800","14-1357-AR","2014-10-12",1,1,"W"
"ME0060100","14-1496-OF","2014-05-31",1,0,"U"
"ME0060100","14-712-OF","2014-03-26",1,1,"B"
"ME0080400","14525-385-OF","2014-12-10",1,1,"W"
"ME0090100","RP140581","2014-02-24",1,1,"W"
"ME0120100","14017987","2014-09-23",1,1,"W"
"ME0140200","S14-0661","2014-03-19",1,1,"W"
"ME0160300","14-520-OF","2014-08-21",1,1,"W"
"ME0160300","14-750-AR","2014-08-23",2,1,"W"
"ME0160400","14-1126-OF","2014-06-20",2,2,"W"
"ME0160400","14-1584-OF","2014-08-17",1,2,"W"
"ME0160400","14-1693-OF","2014-09-02",1,1,"W"
"ME0160400","14-2270-OF","2014-11-23",2,1,"W"
"ME0160400","14-850-AR","2014-08-26",2,1,"W"
"MI0381100","141481101264","2014-10-10",1,1,"W"
"MI0923900","141423902694","2014-06-30",1,0,"U"
"MI0923900","141423903426","2014-08-11",3,2,"W"
"MI0923900","141423903517","2014-08-17",1,1,"W"
"MI0938300","141438300528","2014-05-20",1,1,"U"
"MI1124800","140014007348","2014-08-31",1,1,"W"
"MI1232200","142014004926","2014-06-26",1,1,"W"
"MI1356000","140000140741","2014-07-04",1,1,"W"
"MI1356000","140000140917","2014-08-06",1,1,"W"
"MI1437200","140014000165","2014-02-28",1,0,"U"
"MI1437200","140014000773","2014-07-05",1,2,"W"
"MI1773400","140014000980","2014-03-18",1,2,"W"
"MI2512500","140014000803","2014-02-15",1,1,"W"
"MI2512500","140014001228","2014-03-12",1,1,"W"
"MI2512500","141412506407","2014-12-19",2,0,"U"
"MI2532100","140000000071","2014-02-28",1,0,"U"
"MI2539800","141400002424","2014-01-13",1,1,"B"
"MI2539800","141400020866","2014-06-01",1,1,"W"
"MI2539800","141400034440","2014-08-27",1,0,"U"
"MI2539800","141400034464","2014-08-27",0,2,"W"
"MI2539800","141400035834","2014-07-25",1,1,"W"
"MI2539800","141400036848","2014-09-10",1,0,"U"
"MI2539800","141400044184","2014-11-01",2,1,"W"
"MI2539800","141400050727","2014-12-27",1,2,"B"
"MI2539800","141400085587","2014-10-14",1,1,"B"
"MI2539800","141400085717","2014-10-20",2,1,"W"
"MI2560100","141460100831","2014-06-04",0,0,"U"
"MI2583900","141483902352","2014-07-30",1,1,"W"
"MI2583900","141483903568","2014-11-18",2,1,"B"
"MI2589900","140000140414","2014-06-22",1,1,"B"
"MI2878100","141400001918","2014-03-09",1,1,"W"
"MI3336400","140014021748","2014-04-12",1,1,"W"
"MI3336400","141436400821","2014-08-18",1,1,"B"
"MI3336400","141436400985","2014-08-25",1,0,"U"
"MI3351900","140326002464","2014-03-26",3,1,"W"
"MI3351900","140523004788","2014-05-23",1,1,"W"
"MI3351900","140729007799","2014-07-29",1,1,"B"
"MI3351900","140920010151","2014-09-20",1,1,"W"
"MI3358100","140014000440","2014-02-12",2,1,"U"
"MI3358100","140014000442","2014-02-12",1,1,"U"
"MI3358100","140014000459","2014-02-13",2,1,"U"
"MI3358100","140014000464","2014-02-14",2,1,"U"
"MI3358100","140014000465","2014-02-14",2,1,"U"
"MI3358100","140014000466","2014-02-14",2,1,"U"
"MI3358100","140014000467","2014-02-14",2,1,"U"
"MI3358100","140014000472","2014-02-14",2,1,"U"
"MI3358100","140014000504","2014-02-18",2,1,"U"
"MI3358100","140014000549","2014-02-22",5,5,"B"
"MI3358100","140014000551","2014-02-22",2,5,"B"
"MI3358100","140014000596","2014-02-27",2,5,"B"
"MI3358100","140014000597","2014-02-27",2,5,"B"
"MI3358100","140014000598","2014-02-27",2,5,"B"
"MI3358100","140014000599","2014-02-27",2,6,"B"
"MI3358100","140014000601","2014-02-27",2,5,"B"
"MI3358100","140014000602","2014-02-27",1,5,"B"
"MI3358100","140014000605","2014-02-27",2,5,"B"
"MI3358100","140014000619","2014-02-27",2,5,"B"
"MI3358100","140014000620","2014-02-27",1,5,"B"
"MI3358100","140014000621","2014-02-22",2,1,"U"
"MI3358100","140014000622","2014-02-22",2,5,"B"
"MI3358100","140014000623","2014-02-27",1,5,"B"
"MI3358100","140014002569","2014-09-21",1,3,"B"
"MI3388600","140000140547","2014-10-24",1,1,"W"
"MI3392600","140014003546","2014-07-19",1,1,"W"
"MI3392600","140014004055","2014-08-14",2,1,"W"
"MI3392600","140014004224","2014-08-25",1,1,"B"
"MI3713700","140001400831","2014-04-20",1,1,"W"
"MI3759900","140201401008","2014-03-21",1,1,"W"
"MI3759900","140201402442","2014-07-27",0,1,"W"
"MI3787000","140000140449","2014-07-31",0,1,"W"
"MI3813800","141400004949","2014-02-28",1,1,"W"
"MI3813800","141400024724","2014-10-23",1,1,"W"
"MI3849700","141400005660","2014-03-06",2,1,"W"
"MI3849700","141400008232","2014-03-30",1,1,"B"
"MI3849700","141400026268","2014-09-14",2,0,"U"
"MI3849700","141400027174","2014-09-22",1,1,"B"
"MI3889000","141400003862","2014-03-19",0,0,"U"
"MI3941700","140014000143","2014-03-25",1,1,"B"
"MI3941700","140014000201","2014-04-22",1,0,"U"
"MI3941700","140014000246","2014-05-18",0,0,"U"
"MI3941700","140014000247","2014-05-18",0,0,"U"
"MI3941700","140014000400","2014-07-22",1,0,"U"
"MI4114100","140014134680","2014-08-02",1,1,"B"
"MI4114100","140014154521","2014-12-14",1,1,"W"
"MI4142900","140014000514","2014-09-24",0,0,"U"
"MI4142900","140014000564","2014-10-13",0,0,"U"
"MI4143600","141400028305","2014-04-08",1,2,"B"
"MI4143600","141400078320","2014-09-02",0,1,"B"
"MI4183400","141400010076","2014-04-06",1,0,"U"
"MI4183400","141400023502","2014-08-09",1,1,"W"
"MI4452000","145200001516","2014-03-18",1,0,"U"
"MI4693500","141400000424","2014-03-02",0,1,"U"
"MI5015000","140140037086","2014-05-11",1,0,"U"
"MI5015000","140140066624","2014-08-22",1,0,"U"
"MI5015000","140140077630","2014-09-30",2,0,"U"
"MI5040900","140140000022","2014-01-01",1,1,"W"
"MI5071300","140140012662","2014-06-11",1,0,"U"
"MI5071300","140140018375","2014-08-12",1,1,"W"
"MI5072200","140140028058","2014-12-27",2,1,"W"
"MI5074000","140140031091","2014-11-06",1,1,"W"
"MI5074000","140140034466","2014-12-14",1,2,"M"
"MI5080600","140140016231","2014-03-24",2,1,"B"
"MI5080600","140140017546","2014-03-27",1,1,"U"
"MI5080600","140140023560","2014-04-29",3,1,"W"
"MI5080600","140140025901","2014-05-10",1,1,"B"
"MI5080600","140140034295","2014-06-20",2,2,"W"
"MI5080600","140140035577","2014-06-26",1,1,"W"
"MI5080600","140140042720","2014-07-29",0,0,"U"
"MI5080600","140140053951","2014-09-19",1,2,"B"
"MI5080600","140140055204","2014-09-29",1,1,"B"
"MI5080600","140140055602","2014-09-24",1,0,"U"
"MI5080600","140140056551","2014-10-06",1,5,"W"
"MI5080600","140140066103","2014-11-25",0,0,"U"
"MI5084900","140140033011","2014-08-07",1,1,"B"
"MI5155000","140014000743","2014-07-03",1,1,"W"
"MI5557500","140014001730","2014-10-15",1,1,"W"
"MI5815800","140000015043","2014-06-25",1,0,"U"
"MI5859000","140000001448","2014-01-28",1,1,"W"
"MI5944200","140014002838","2014-08-10",4,2,"M"
"MI5944200","140014003282","2014-09-09",1,1,"W"
"MI6216200","140014002937","2014-07-06",1,1,"I"
"MI6216200","140014005622","2014-12-13",2,2,"W"
"MI6216200","141400293701","2014-07-06",1,0,"U"
"MI6216200","141400562200","2014-12-13",3,2,"W"
"MI6261600","140014000271","2014-03-31",1,0,"U"
"MI6316300","140140028413","2014-02-25",1,1,"B"
"MI6316300","140140058590","2014-04-22",1,1,"B"
"MI6316300","140140110605","2014-07-17",1,1,"W"
"MI6316300","140140128845","2014-08-16",1,3,"B"
"MI6316300","140140141909","2014-08-21",1,0,"U"
"MI6316300","140140149641","2014-09-21",2,2,"B"
"MI6316300","140140162449","2014-10-13",2,2,"W"
"MI6316300","140140192008","2014-12-06",1,2,"B"
"MI6325500","140140003427","2014-07-02",1,1,"W"
"MI6325500","140140005218","2014-10-10",1,1,"W"
"MI6339400","140140009420","2014-09-30",1,1,"W"
"MI6347500","140140005997","2014-10-15",1,1,"W"
"MI6348700","140140001751","2014-08-14",1,1,"W"
"MI6371400","140140024090","2014-07-25",1,1,"B"
"MI6375100","140140020653","2014-06-02",1,1,"W"
"MI6375100","140140020687","2014-06-03",1,1,"B"
"MI6375100","140140026352","2014-07-02",1,0,"U"
"MI6375100","140140026579","2014-07-10",1,1,"W"
"MI6375100","140140029744","2014-07-31",1,0,"U"
"MI6378400","140140022310","2014-07-23",1,2,"W"
"MI6380400","140140003334","2014-07-17",1,2,"M"
"MI6381500","140140013586","2014-09-24",1,0,"U"
"MI6381500","140140013920","2014-10-01",1,0,"U"
"MI6381500","140140016615","2014-11-21",1,1,"B"
"MI6385100","140140009040","2014-04-26",1,1,"W"
"MI6385100","140140013528","2014-07-03",1,2,"W"
"MI6385100","140140022752","2014-11-16",1,1,"W"
"MI6388800","140140005847","2014-10-10",1,0,"U"
"MI7017000","140003110050","2014-03-11",1,1,"W"
"MI7017000","140005070062","2014-05-07",2,1,"W"
"MI7017000","140005120050","2014-05-12",1,1,"U"
"MI7017000","140009040051","2014-09-04",1,1,"W"
"MI7017000","140010250158","2014-10-25",1,1,"U"
"MI7047400","140009260006","2014-09-26",1,0,"U"
"MI7346600","141446600368","2014-09-28",1,0,"U"
"MI7371700","141471702384","2014-05-06",2,0,"U"
"MI7371700","141471703070","2014-06-09",1,1,"W"
"MI7371700","141471705119","2014-09-17",2,2,"B"
"MI7385600","141485601776","2014-06-20",1,1,"B"
"MI7472100","140000002071","2014-12-05",3,2,"W"
"MI7486700","140000144381","2014-06-23",1,1,"W"
"MI7578000","140000000167","2014-01-14",1,1,"W"
"MI7917900","141417904680","2014-12-15",1,0,"U"
"MI8018000","140000419214","2014-07-02",1,1,"W"
"MI8018000","140000815114","2014-12-19",1,1,"W"
"MI8074700","140014001703","2014-10-08",1,1,"B"
"MI8118100","140140021002","2014-03-21",1,1,"W"
"MI8118100","140140023845","2014-03-31",1,1,"W"
"MI8118100","140140029170","2014-04-20",1,1,"U"
"MI8118100","140140039170","2014-05-24",1,0,"U"
"MI8118100","140140056301","2014-07-22",1,1,"W"
"MI8118100","140140063690","2014-08-19",1,1,"W"
"MI8121800","140140011235","2014-03-11",0,0,"U"
"MI8121800","140140025036","2014-05-23",1,1,"W"
"MI8121800","140140026438","2014-05-31",1,1,"B"
"MI8121800","140140048514","2014-09-27",1,1,"U"
"MI8121800","140141000921","2014-12-06",1,0,"U"
"MI8136600","140140013260","2014-12-16",1,1,"B"
"MI8172800","140140003590","2014-06-28",1,1,"W"
"MI8183600","140140003127","2014-03-03",1,0,"U"
"MI8190300","140001400919","2014-03-27",1,1,"W"
"MI8190600","140140010496","2014-08-18",0,0,"U"
"MI8190600","140140010754","2014-03-27",1,0,"U"
"MI8190600","140140012497","2014-10-01",1,0,"U"
"MI8234300","140140002109","2014-01-13",1,1,"W"
"MI8234300","140140026847","2014-05-27",1,1,"W"
"MI8234300","140140045215","2014-08-21",1,0,"U"
"MI8234300","140140062325","2014-11-13",2,1,"W"
"MI8234400","140140004475","2014-03-08",1,1,"W"
